,Open,High,Low,Close,Volume,etf_code
2024-05-14 14:08:58.463292,70.0,71.05351848059868,70.0,70.36169990710786,862461,00878
2024-05-15 14:08:58.463292,70.8000832689739,70.94441654197769,70.1542365398681,70.27891489628804,4477036,00878
2024-05-16 14:08:58.463292,69.550336817837,70.99136469111063,69.550336817837,70.74629687295852,4105555,00878
2024-05-17 14:08:58.463292,70.62507748163108,72.44965796863274,70.62507748163108,71.82641777244413,1768224,00878
2024-05-20 14:08:58.463292,71.69302143835027,72.24777898500827,71.38072479183231,71.67651041013781,2760626,00878
2024-05-21 14:08:58.463292,71.17208277694364,72.40760799183278,71.00551474147687,71.52661454027337,974044,00878
2024-05-22 14:08:58.463292,71.24844156829185,73.56880458505745,71.24844156829185,72.64606351112855,3031352,00878
2024-05-23 14:08:58.463292,72.24266869411036,73.26359041626904,72.18656751805985,73.19726782153558,1436652,00878
2024-05-24 14:08:58.463292,73.83857486625078,73.83857486625078,72.8253323040082,72.88263575138112,335555,00878
2024-05-27 14:08:58.463292,73.22360928892215,74.19364336019959,72.10486901461627,73.2764277818913,494191,00878
2024-05-28 14:08:58.463292,73.74230285733648,73.74230285733648,72.04972735601586,72.96603539692256,1552337,00878
2024-05-29 14:08:58.463292,73.2293231437723,73.89857324872655,72.53522211510368,72.65402456942338,3536669,00878
2024-05-30 14:08:58.463292,72.24387379379255,73.796948765747,71.56481427816541,72.83739815951962,970597,00878
2024-05-31 14:08:58.463292,72.64637470213083,72.64637470213083,70.19503156775907,71.51210198825916,2093338,00878
2024-06-03 14:08:58.463292,71.68708300592411,71.68708300592411,70.23276110025354,70.31865950550004,3772946,00878
2024-06-04 14:08:58.463292,69.88896755917166,70.83766222122692,69.55176699587643,69.93905823503135,1536205,00878
2024-06-05 14:08:58.463292,70.18839042867792,70.18839042867792,68.12758318974282,69.24407645079725,2915899,00878
2024-06-06 14:08:58.463292,69.16087089958161,70.2920204812257,68.43829710621604,69.47804958361395,274695,00878
2024-06-07 14:08:58.463292,69.34784049035444,70.15125073815096,68.60232354761466,68.85643273074909,3031467,00878
2024-06-10 14:08:58.463292,69.1012035668734,69.1012035668734,67.5975998775517,67.8818201398144,3491628,00878
2024-06-11 14:08:58.463292,68.03260715083947,69.45684147877022,68.03260715083947,68.92177427805949,1151844,00878
2024-06-12 14:08:58.463292,68.79738213504649,69.66260894688695,68.11124303822507,68.7777308677189,4817493,00878
2024-06-13 14:08:58.463292,69.17641123373247,69.46991403117123,67.9877997990979,68.83900061100046,1460706,00878
2024-06-14 14:08:58.463292,68.46690401565456,68.59614081178064,67.3550191861808,67.85567688065103,3390216,00878
2024-06-17 14:08:58.463292,68.06465051827152,68.7593719803197,66.86429248160798,67.48860897348341,3883284,00878
2024-06-18 14:08:58.463292,67.68874686788696,68.10211307900495,66.56996925739195,67.58025478628032,4907088,00878
2024-06-19 14:08:58.463292,67.47565865009518,68.07248994115137,66.7395589166664,66.7885592820847,1897865,00878
2024-06-20 14:08:58.463292,66.89746905553402,68.27990463172281,66.72695145529963,67.06554789492668,969484,00878
2024-06-21 14:08:58.463292,66.64601480753137,66.92012603182374,65.7080759727902,66.6591008119835,4947954,00878
2024-06-24 14:08:58.463292,66.96707486311504,66.96707486311504,65.27884663974486,66.46891518712822,4067136,00878
2024-06-25 14:08:58.463292,66.40746396500248,66.40746396500248,65.38567471462427,66.06172055856763,394855,00878
2024-06-26 14:08:58.463292,65.88906064801233,67.39686821938218,65.88906064801233,67.3723152877239,1124961,00878
2024-06-27 14:08:58.463292,67.72568618923796,67.72568618923796,67.23244894283023,67.37686723040734,4675678,00878
2024-06-28 14:08:58.463292,67.13958487379597,67.56092402363052,66.05406469324332,66.6504695801382,3611963,00878
2024-07-01 14:08:58.463292,66.1810965461978,67.33598587045327,66.1810965461978,67.24025101861044,2427935,00878
2024-07-02 14:08:58.463292,66.71691033675724,66.82325793458429,66.07766128135489,66.39966046363072,1184106,00878
2024-07-03 14:08:58.463292,66.60085473866538,67.68456071259756,66.20144911815794,66.55986498013405,4528011,00878
2024-07-04 14:08:58.463292,66.13373895604029,66.13373895604029,64.71010152978191,65.20209589341822,2524968,00878
2024-07-05 14:08:58.463292,65.774177186053,65.774177186053,64.26055957199817,64.28636565918931,2492266,00878
2024-07-08 14:08:58.463292,63.61716728323015,64.80141263382222,63.61716728323015,64.4381685242977,4487677,00878
2024-07-09 14:08:58.463292,64.98475123106766,65.12263636883061,64.6943434166611,64.96909513029449,4592001,00878
2024-07-10 14:08:58.463292,65.0376431997987,66.01024725818745,64.67663137808081,65.10305292712746,1268758,00878
2024-07-11 14:08:58.463292,65.07157133292324,65.85417891605445,64.88032189191665,65.03609912945569,1705743,00878
2024-07-12 14:08:58.463292,64.8589020707195,65.97722043088365,63.68450275952445,64.83932654254319,4027019,00878
2024-07-15 14:08:58.463292,64.96872512681016,64.96872512681016,63.06071919775793,63.81836114928599,3118281,00878
2024-07-16 14:08:58.463292,63.80635222413052,64.3461345665874,62.46833998374953,63.3284702034097,4575208,00878
2024-07-17 14:08:58.463292,63.67782230521295,63.67782230521295,62.025351270572386,63.020023063737845,568349,00878
2024-07-18 14:08:58.463292,63.056016209003836,64.00032924198925,63.056016209003836,63.77400862209109,2931990,00878
2024-07-19 14:08:58.463292,63.82193535124801,64.98975677917889,63.82193535124801,64.02854142478901,847968,00878
2024-07-22 14:08:58.463292,63.91213362682754,63.91213362682754,62.13371712256939,62.8084133160351,129083,00878
2024-07-23 14:08:58.463292,62.79052999467904,64.2982846587937,62.30927398808336,63.04927209461145,2705971,00878
2024-07-24 14:08:58.463292,63.14630548200184,63.311910430338756,61.85753622796586,62.79371449832003,4047615,00878
2024-07-25 14:08:58.463292,62.25677536935737,62.79765563134456,61.795728905113286,62.33386909810586,2924299,00878
2024-07-26 14:08:58.463292,61.9136810299983,63.75084516072085,61.9136810299983,62.776042500294466,4898341,00878
2024-07-29 14:08:58.463292,63.00933839207103,63.94464269759812,63.00933839207103,63.511742166041635,1854673,00878
2024-07-30 14:08:58.463292,63.56600197429898,65.37231438823468,63.56600197429898,64.17763824942297,2988199,00878
2024-07-31 14:08:58.463292,64.11860016940115,64.69615886953802,62.78252517621934,63.60418598316713,659996,00878
2024-08-01 14:08:58.463292,63.61004835970258,63.945716652781485,62.677970597259,63.40173732007128,4959776,00878
2024-08-02 14:08:58.463292,63.51192373997429,64.60344487575033,63.19432752792561,63.64762172205377,828513,00878
2024-08-05 14:08:58.463292,63.47584962228803,65.31551704023668,63.074966637192404,64.34450331103942,3353389,00878
2024-08-06 14:08:58.463292,64.09410515613618,64.15512750140867,63.24740993382443,64.02308134454772,4404385,00878
2024-08-07 14:08:58.463292,64.08577442803804,65.06071120025246,63.603910439660446,63.90712006088305,438590,00878
2024-08-08 14:08:58.463292,63.594495128066335,63.784785833099804,63.01814106315839,63.14668557907883,1815982,00878
2024-08-09 14:08:58.463292,63.27558462108829,63.35349275091191,62.13280709727196,62.32334094222235,2828655,00878
2024-08-12 14:08:58.463292,61.79278744997458,63.30877051976963,61.79278744997458,62.906109017898295,3201882,00878
2024-08-13 14:08:58.463292,63.22980990148825,65.01340904348471,63.22980990148825,63.869477037897866,3260016,00878
2024-08-14 14:08:58.463292,64.02039980815361,64.32994871247928,63.59488703484862,63.83306995279164,2429877,00878
2024-08-15 14:08:58.463292,63.91478577249391,64.56353429031694,63.91478577249391,64.54954298131605,2439383,00878
2024-08-16 14:08:58.463292,64.86670425084377,65.9903654241779,64.59193815348672,64.81668819884939,214053,00878
2024-08-19 14:08:58.463292,65.35644088769881,65.35644088769881,63.22444527326594,64.37910437062581,4837890,00878
2024-08-20 14:08:58.463292,64.70562555205701,65.05892880196383,64.54234534958964,64.6460812944817,1486536,00878
2024-08-21 14:08:58.463292,64.0510547684238,66.98578579213415,64.0510547684238,65.73670689100788,2592637,00878
2024-08-22 14:08:58.463292,65.31613101097393,66.97521371052314,65.18615687452181,65.72562866363091,3440926,00878
2024-08-23 14:08:58.463292,65.5202956945321,67.60139226258953,65.5202956945321,66.83487922270072,3663263,00878
2024-08-26 14:08:58.463292,66.8435981836489,66.8435981836489,64.86937333616828,65.0150576498379,4208549,00878
2024-08-27 14:08:58.463292,65.1833358051317,66.19278929589761,65.08236792998213,65.60438940290055,1396208,00878
2024-08-28 14:08:58.463292,65.36632950427622,66.06448004648817,64.40583912873659,65.67932235066728,4580889,00878
2024-08-29 14:08:58.463292,65.74065592330969,65.91446270021694,64.35047953487341,65.48401720534116,1828599,00878
2024-08-30 14:08:58.463292,65.23668966064693,66.44408620847759,64.4908680853472,65.56224974891602,72431,00878
2024-09-02 14:08:58.463292,65.36178733428768,65.36178733428768,63.85388189973869,64.18495150869539,1293131,00878
2024-09-03 14:08:58.463292,63.73351913724353,65.05911765279753,63.73351913724353,64.04518118720914,697008,00878
2024-09-04 14:08:58.463292,63.749537984583,65.32475357674383,63.44916231117691,64.30915998726735,623441,00878
2024-09-05 14:08:58.463292,63.87453147949281,65.4769062151423,63.87453147949281,65.35768581858642,4512816,00878
2024-09-06 14:08:58.463292,65.03878173125214,65.65173103575248,64.28500583820903,65.00889666579486,4420380,00878
2024-09-09 14:08:58.463292,65.35137711918706,65.35137711918706,63.720062919803226,64.45695114376963,2099949,00878
2024-09-10 14:08:58.463292,64.15097435480268,64.82443398792512,63.76067758463969,64.11972121326046,1318300,00878
2024-09-11 14:08:58.463292,64.96365923388126,65.34650106868035,63.77763225414538,64.7745026956519,1997763,00878
2024-09-12 14:08:58.463292,64.93427480415401,66.17297464145707,64.7754019125027,65.01862847241368,1679849,00878
2024-09-13 14:08:58.463292,65.07871742868767,65.11561223119084,64.24320271256579,64.66179632977676,1935077,00878
2024-09-16 14:08:58.463292,64.38428154997598,65.18735279680257,64.38428154997598,65.03508353295611,3932149,00878
2024-09-17 14:08:58.463292,65.2628070904877,65.30326171285618,64.45595613299271,65.11703781749974,4923062,00878
2024-09-18 14:08:58.463292,64.9296186669982,66.81137573435025,64.9296186669982,65.80908931087276,100861,00878
2024-09-19 14:08:58.463292,65.84923608481677,66.13943629440723,65.18160255541228,65.33165214515861,4895710,00878
2024-09-20 14:08:58.463292,66.1679249077405,66.1679249077405,64.32106242384918,65.11628864254017,4050737,00878
2024-09-23 14:08:58.463292,65.08501332175295,65.08501332175295,64.48142555198015,64.85581293534767,771001,00878
2024-09-24 14:08:58.463292,65.22849821465351,65.22849821465351,63.103165289320685,63.84535247165518,2041083,00878
2024-09-25 14:08:58.463292,63.620879738095574,64.15987028742902,63.620879738095574,64.06663666560038,4569216,00878
2024-09-26 14:08:58.463292,64.05542869105965,65.31968538573399,63.644981616838685,64.2633753561263,1673911,00878
2024-09-27 14:08:58.463292,64.83236348576987,65.18891326906783,63.596247631217935,64.28095477577602,1493717,00878
2024-09-30 14:08:58.463292,64.07944457033824,64.23508293858058,64.06427414317628,64.13074378241343,4459352,00878
2024-10-01 14:08:58.463292,64.71191215287196,64.71191215287196,62.728826237219934,63.153984262978135,2907733,00878
2024-10-02 14:08:58.463292,63.37747103594737,64.11420284986694,62.70451002576281,62.87353253704239,1255663,00878
2024-10-03 14:08:58.463292,62.69671117136642,63.11657595990175,62.56822653843396,62.64763237547365,83320,00878
2024-10-04 14:08:58.463292,62.84572661321242,62.84572661321242,60.87050692033768,62.10003828701851,377025,00878
2024-10-07 14:08:58.463292,62.402016629808664,63.009028256265346,61.601412182447895,62.00113828885231,414359,00878
2024-10-08 14:08:58.463292,62.19390291613638,63.478207231420384,61.28890314700419,62.29797388862249,1358507,00878
2024-10-09 14:08:58.463292,61.80886479562746,64.88713440860381,61.80886479562746,63.63230401946986,4116621,00878
2024-10-10 14:08:58.463292,63.40095695029013,64.72934455248614,62.89934024591134,63.76850848845214,993187,00878
2024-10-11 14:08:58.463292,63.689589017391064,64.44412604736355,62.99026780567371,63.96279376195808,4043710,00878
2024-10-14 14:08:58.463292,63.938988911585476,64.03143675552339,63.1631612838329,63.92468162092177,1647690,00878
2024-10-15 14:08:58.463292,64.12306295205634,64.12306295205634,62.005170430047855,62.595541770212435,150734,00878
2024-10-16 14:08:58.463292,62.65115822234507,63.290003464917746,62.0754315120401,62.59098205739798,207702,00878
2024-10-17 14:08:58.463292,62.17307948341562,63.17866914363141,62.17307948341562,62.6471432043567,2901274,00878
2024-10-18 14:08:58.463292,62.7662347504465,65.55253270552558,62.7662347504465,64.3854126830964,1275811,00878
2024-10-21 14:08:58.463292,64.58197675903898,64.58197675903898,63.19716886976446,64.26476000774962,1197087,00878
2024-10-22 14:08:58.463292,64.44463400170422,65.12522946150675,63.2451544653454,64.48984314738314,3131091,00878
2024-10-23 14:08:58.463292,64.8383400447218,64.8383400447218,64.3192523405145,64.47954490858947,3879049,00878
2024-10-24 14:08:58.463292,64.748399513662,64.748399513662,62.744703678303864,63.6754702822558,2753381,00878
2024-10-25 14:08:58.463292,63.82166281970137,64.56206559383469,63.27918512328375,64.48944625241631,4973801,00878
2024-10-28 14:08:58.463292,64.46682151302694,65.18433348043914,64.46682151302694,65.02979937529706,1918670,00878
2024-10-29 14:08:58.463292,64.4897395939133,65.75171034878265,64.4897395939133,65.59752173822719,4343122,00878
